"Message",Normal,"Could not find symbols for assembly 'C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\obj\x86\Release\ilc\in\Microsoft.ApplicationInsights.PersistenceChannel.dll'. Symbols should be placed in the same folder as the assembly."
"Message",Normal,"Could not find symbols for assembly 'C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\obj\x86\Release\ilc\in\WinRTXamlToolkit.Controls.DataVisualization.dll'. Symbols should be placed in the same folder as the assembly."
"Message",Normal,"Could not find symbols for assembly 'C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\obj\x86\Release\ilc\in\WinRTXamlToolkit.Controls.Gauge.dll'. Symbols should be placed in the same folder as the assembly."
"Message",Normal,"Could not find symbols for assembly 'C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\obj\x86\Release\ilc\in\WinRTXamlToolkit.dll'. Symbols should be placed in the same folder as the assembly."
"Message",Normal,"Running 'RemoveDuplicateMembers' transform, heap at 53 MB."
"Message",Normal,"Running 'GenericNameValidator' transform, heap at 53 MB."
"Message",Normal,"Running 'PortableLib' transform, heap at 53 MB."
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 53 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"   ms | heap delta | name"
"Message",Normal,"  2144 |         43 | ResolveSelfReferences"
"Message",Normal,"     6 |          0 | PortableLib"
"Message",Normal,"     3 |          0 | RemoveDuplicateMembers"
"Message",Normal,"     0 |          0 | WriteAssemblies"
"Message",Normal,"     0 |          0 | GenericNameValidator"
"Message",Low,"Provádění úlohy ILTransformTask je dokončeno."
"Message",Low,"Probíhá použití úlohy Copy ze sestavení Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a."
"Message",Low,"Úloha Copy"
"Message",Normal,"Probíhá kopírování souboru z umístění C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\obj\x86\Release\ilc\in\TestApp.pdb do umístění C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\TestApp.pdb."
"Message",Low,"Provádění úlohy Copy je dokončeno."
"Message",Low,"Úloha Copy"
"Message",Normal,"Probíhá kopírování souboru z umístění C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\obj\x86\Release\ilc\in\TestApp.exe do umístění C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\obj\x86\Release\ilc\intermediate\PreMergeILTransformed\TestApp.exe."
"Message",Low,"Provádění úlohy Copy je dokončeno."
"Message",Low,"Úloha Copy byla vynechána z důvodu podmínky vyhodnocené jako false; ('$(HasMcgPatchDlls)'=='true') bylo vyhodnoceno jako (''=='true')."
"Message",Low,"Bylo dokončeno sestavování cíle PreResolveTransforms v projektu Unnamed_1."
"Message",Low,"Cíl InitInputResourceName v souboru C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets projektu C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\Unnamed_1 (cíl RunILTransforms je na něm závislý):"
"Message",Low,"Úloha ResolveFilePathTask byla vynechána z důvodu podmínky vyhodnocené jako false; ('$(InputPath)' != '' and Exists('$(InputPath)\obj\')) bylo vyhodnoceno jako ('C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\obj\x86\Release\ilc\in' != '' and Exists('C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\obj\x86\Release\ilc\in\obj\'))."
"Message",Low,"Probíhá použití úlohy ResolveFilePathTask ze sestavení Microsoft.Build.ILTasks."
"Message",Low,"Úloha ResolveFilePathTask"
"Message",Low,"Provádění úlohy ResolveFilePathTask je dokončeno."
"Message",Low,"Bylo dokončeno sestavování cíle InitInputResourceName v projektu Unnamed_1."
"Message",Low,"Cíl PreResolveTransforms byl vynechán. Předchozí sestavení bylo úspěšné."
"Message",Low,"Cíl SetForSharedInputs v souboru C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x86\ilc\IlcInternals.targets projektu C:\Users\olire\Documents\GitHub\MindSetUWP\examples\TestApp\TestApp\Unnamed_1 (cíl ResolveInitialReferences je na něm závislý):"
"Message",Low,"Probíhá vytváření úplného sestavení cíle SetForSharedInputs."
"Message",Low,"Nebyly zadány žádné vstupní soubory."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyListPath)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\SharedAssemblyList.txt'))."
"Message",Low,"Probíhá použití úlohy ReadLinesFromFile ze sestavení Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a."
"Message",Low,"Úloha ReadLinesFromFile"
"Message",Low,"Provádění úlohy ReadLinesFromFile je dokončeno."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\SharedAssemblyILMergeInfo.csv'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\SharedLibrary.iltransformtoc.ildll'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Collections.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Collections.Concurrent.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Diagnostics.Tracing.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Dynamic.Runtime.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.IO.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Linq.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Linq.Expressions.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.ObjectModel.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.CoreLib.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Interop.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Reflection.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Reflection.Core.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Reflection.Execution.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Reflection.Metadata.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Threading.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.TypeLoader.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Uri.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Reflection.Extensions.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Reflection.Primitives.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Reflection.TypeExtensions.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Resources.ResourceManager.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Runtime.Extensions.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Runtime.Implementation.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Runtime.WindowsRuntime.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Runtime.WindowsRuntime.UI.Xaml.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Text.RegularExpressions.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.SharedLibrary.Interop.Generated.iltoc'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Collections.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Collections.Concurrent.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Diagnostics.Tracing.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Dynamic.Runtime.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.IO.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Linq.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Linq.Expressions.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.ObjectModel.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.CoreLib.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Interop.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Reflection.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Reflection.Core.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Reflection.Execution.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Reflection.Metadata.iltocpdb'))."
"Message",Low,"Úloha IlcErrorTask byla vynechána z důvodu podmínky vyhodnocené jako false; (!Exists('$(InputSharedAssemblyPath)\%(SharedLibraryContent.Identity)')) bylo vyhodnoceno jako (!Exists('C:\Program Files (x86)\Microsoft SDKs\Windows Kits\10\ExtensionSDKs\Microsoft.NET.Native.Framework.1.2\1.2\x86\ret\AnalysisILToc\System.Private.Threading.iltocpdb'))."
